Date,Close,High,Low,Open,Repaired?,Volume
04-01-2010,9112.244140625,9129.344528635786,9031.795853015585,9031.795853015585,False,0
05-01-2010,9192.0439453125,9213.893301668522,9157.243567056346,9191.143565114045,False,0
06-01-2010,9222.892578125,9265.441887227571,9183.5434270617,9243.79272531954,False,0
07-01-2010,9192.84375,9261.742366275119,9153.144014376676,9240.14300700233,False,0
08-01-2010,9160.59375,9214.242540668161,9141.343973680747,9184.943076437918,False,0
11-01-2010,9173.443359375,9247.892690804436,9160.943504418787,9209.043532220994,False,0
12-01-2010,8984.9951171875,9173.74292211997,8972.945452633165,9173.74292211997,False,0
13-01-2010,8925.99609375,8937.745957485713,8836.597716448978,8912.496250308966,False,0
14-01-2010,8910.6962890625,9039.894983472806,8882.996415539637,8951.896005757586,False,0
15-01-2010,8910.99609375,8982.445459062617,8874.696710738515,8961.546287777777,False,0
18-01-2010,9093.14453125,9120.243826308124,8863.097394812612,8887.047312336956,False,0
19-01-2010,9135.7939453125,9202.39277871404,9093.844238775213,9125.794061825714,False,0
20-01-2010,9126.2431640625,9196.293128274187,9103.993423575701,9177.642955178291,False,0
21-01-2010,8919.1962890625,9097.99401863492,8888.946640138003,9092.894468444974,False,0
22-01-2010,8772.548828125,8891.696862774,8659.800133451368,8891.696862774,False,0
25-01-2010,8696.498046875,8751.097995164195,8669.448558086347,8724.697912853915,False,0
27-01-2010,8329.703125,8602.550544101561,8294.503338238,8564.500204487342,False,0
28-01-2010,8423.751953125,8496.001115543088,8354.153150606386,8396.402660809352,False,0
29-01-2010,8651.44921875,8686.899001906157,8306.003039762036,8346.452764786449,False,0
01-02-2010,8649.1494140625,8712.148681407754,8495.151204996324,8597.350211777743,False,0
02-02-2010,8468.0517578125,8718.548840112839,8453.801923789428,8666.599249890427,False,0
03-02-2010,8631.7490234375,8662.849246963497,8489.70087403982,8489.70087403982,False,0
04-02-2010,8471.0009765625,8623.149595632254,8455.40154882075,8591.699766508485,False,0
05-02-2010,8223.154296875,8319.053571400274,8150.355339439962,8319.053571400274,False,0
08-02-2010,8342.103515625,8412.202312599415,8160.85561617317,8279.654044062258,False,0
09-02-2010,8392.3525390625,8420.302409140868,8271.45355525893,8321.90316352274,False,0
10-02-2010,8289.9033203125,8444.101717310561,8259.304067796447,8410.451719123348,False,0
11-02-2010,8381.302734375,8451.851717048392,8327.603164752654,8327.603164752654,False,0
15-02-2010,8312.603515625,8441.50143054104,8281.953481475046,8441.50143054104,False,0
16-02-2010,8397.7021484375,8432.052334919252,8289.053997836216,8324.203003153561,False,0
17-02-2010,8551.400390625,8569.15018386988,8446.45141779082,8446.45141779082,False,0
18-02-2010,8573.80078125,8601.900064170948,8523.250587286007,8574.650380754456,False,0
19-02-2010,8487.0009765625,8530.150865715315,8407.85248233477,8490.151330575241,False,0
22-02-2010,8493.2509765625,8598.150148984903,8473.051992384942,8565.20033632125,False,0
23-02-2010,8512.8515625,8577.80100528602,8453.30244776893,8491.302007493023,False,0
24-02-2010,8504.451171875,8527.25071213829,8458.352097147244,8463.352039158983,False,0
25-02-2010,8537.7001953125,8554.850385846174,8469.55157634015,8520.500200672392,False,0
26-02-2010,8722.6484375,8851.246549537827,8526.950520803886,8535.350813619747,False,0
02-03-2010,8921.99609375,8945.495821099246,8826.797979516545,8826.797979516545,False,0
03-03-2010,9039.3447265625,9046.79483494905,8922.046290482991,8922.046290482991,False,0
04-03-2010,9013.6953125,9068.84506379585,8965.146070624565,9055.845214497936,False,0
05-03-2010,9038.3447265625,9095.193672565229,8967.695160349675,9012.744439355616,False,0
08-03-2010,9145.84375,9178.442979963836,9093.344361022233,9102.044455077346,False,0
09-03-2010,9138.09375,9176.893102732274,9073.394308340557,9118.59397714359,False,0
10-03-2010,9119.1435546875,9155.893125719633,9073.894082872426,9136.143356253384,False,0
11-03-2010,9186.7431640625,9219.093375163318,9087.244316939607,9114.544781863518,False,0
12-03-2010,9172.7939453125,9229.892892085105,9145.493480869623,9201.043617490333,False,0
15-03-2010,9085.39453125,9146.094021926132,9056.045262579046,9118.094346963278,False,0
16-03-2010,9102.8447265625,9121.84450642439,8986.645877570598,9070.894901431873,False,0
17-03-2010,9188.2939453125,9220.942981139733,9141.89409222438,9162.3440506265,False,0
18-03-2010,9252.1923828125,9287.491777659065,9171.943314538195,9213.992631015308,False,0
19-03-2010,9270.6923828125,9293.991917522353,9231.793419482201,9293.592508087913,False,0
22-03-2010,9186.84375,9240.74253955275,9066.595143285971,9171.093932488599,False,0
23-03-2010,9222.79296875,9257.792561094548,9166.293626822371,9192.343128100018,False,0
25-03-2010,9318.1416015625,9341.8913252807,9165.393378490715,9191.293467818596,False,0
26-03-2010,9456.08984375,9473.089645364123,9321.391220356105,9331.54149252851,False,0
29-03-2010,9517.4892578125,9578.388942329495,9451.990017250555,9451.990017250555,False,0
30-03-2010,9470.189453125,9587.538671648503,9461.139753889292,9558.838810761676,False,0
31-03-2010,9459.4892578125,9537.338935579024,9440.239482374602,9509.73867161792,False,0
01-04-2010,9507.6396484375,9523.289857416468,9445.440175050664,9464.040545100734,False,0
05-04-2010,9698.4873046875,9708.787966659866,9581.88904547471,9593.43871642154,False,0
06-04-2010,9728.0869140625,9772.28659468027,9673.986958106074,9732.48627689547,False,0
07-04-2010,9680.9375,9793.086589628225,9639.737782628958,9778.386564844839,False,0
08-04-2010,9519.8896484375,9676.588027351745,9492.189774213219,9676.588027351745,False,0
09-04-2010,9656.3876953125,9686.137349321256,9537.889073462498,9537.889073462498,False,0
12-04-2010,9575.3388671875,9667.287993449185,9547.488605052375,9661.087870222707,False,0
13-04-2010,9482.8896484375,9565.238299528406,9453.439795830374,9564.938498329666,False,0
15-04-2010,9344.4912109375,9575.138925991261,9330.691566329333,9501.48938971932,False,0
16-04-2010,9353.6416015625,9410.041338576464,9266.043007359038,9345.391697169835,False,0
19-04-2010,9302.7919921875,9356.940775294961,9205.892730656707,9273.741549440458,False,0
20-04-2010,9445.990234375,9501.739588853938,9314.441952883368,9314.441952883368,False,0
21-04-2010,9555.1884765625,9574.438252282105,9476.989192354968,9476.989192354968,False,0
22-04-2010,9623.1376953125,9738.985952706185,9500.039522527339,9533.938540978885,False,0
23-04-2010,9813.185546875,9824.835801852647,9653.037997457634,9653.037997457634,False,0
26-04-2010,9839.0361328125,9920.33499340041,9824.63590941303,9890.684947092617,False,0
27-04-2010,9756.3369140625,9826.885899602677,9744.587050490674,9826.885899602677,False,0
28-04-2010,9634.7880859375,9723.236273720757,9603.388061316393,9630.237357731543,False,0
29-04-2010,9803.685546875,9821.93533418144,9652.48711371635,9652.48711371635,False,0
30-04-2010,9870.2353515625,9923.035521597902,9809.286838352291,9809.286838352291,False,0
03-05-2010,9775.38671875,9863.335894870841,9741.387112751587,9809.286716527717,False,0
04-05-2010,9623.587890625,9837.585393331585,9607.338080255924,9816.485053629385,False,0
05-05-2010,9581.73828125,9609.338546506044,9454.640148600452,9461.239681296924,False,0
06-05-2010,9581.888671875,9627.338339126029,9449.640208416904,9588.738201668059,False,0
07-05-2010,9275.9921875,9443.940437865202,9239.692803182403,9426.541225296622,False,0
10-05-2010,9656.1376953125,9684.287758541168,9401.940456414084,9419.390448776294,False,0
11-05-2010,9625.9873046875,9733.686243495573,9593.437879748371,9683.087224450359,False,0
12-05-2010,9722.0869140625,9740.736110825532,9586.987902291643,9640.687471899557,False,0
13-05-2010,9773.236328125,9848.93564600928,9748.736612100376,9788.236154262526,False,0
14-05-2010,9588.9384765625,9762.037052815615,9548.0893414483,9738.037331453754,False,0
17-05-2010,9526.3896484375,9550.939168748859,9303.642228693685,9485.23973448388,False,0
18-05-2010,9492.1396484375,9571.93852541733,9430.59055929343,9522.039691457367,False,0
19-05-2010,9108.244140625,9408.591248698538,9074.894917416732,9408.591248698538,False,0
20-05-2010,9174.4931640625,9251.842852564947,9108.09452037764,9208.192968379428,False,0
21-05-2010,9135.59375,9174.793488568414,8969.095689987538,9151.193177614954,False,0
24-05-2010,9087.14453125,9524.38945642418,9044.44483152596,9524.38945642418,False,0
25-05-2010,8851.6474609375,9023.495079599043,8806.548373998365,9023.495079599043,False,0
26-05-2010,9027.4951171875,9037.545782102243,8911.297243414136,8911.297243414136,False,0
27-05-2010,9258.3427734375,9292.042577740913,8954.245715850258,9007.195296804075,False,0
28-05-2010,9312.4912109375,9383.84096635588,9215.492340015187,9285.842107073544,False,0
31-05-2010,9363.591796875,9385.191156203133,9257.543219868106,9305.442079425278,False,0
01-06-2010,9118.943359375,9334.190846793754,9093.04424763251,9331.74068008202,False,0
02-06-2010,9192.34375,9220.093428664843,9083.545205175644,9163.943688241448,False,0
03-06-2010,9387.5908203125,9403.99004330734,9288.391780769905,9290.241368595322,False,0
04-06-2010,9455.83984375,9490.83943529769,9363.190534361169,9402.690073393564,False,0
07-06-2010,9292.4912109375,9328.04157748663,9192.592962204493,9221.692232131725,False,0
08-06-2010,9185.193359375,9386.990825473262,9143.394039091207,9291.142326866755,False,0
09-06-2010,9238.0927734375,9341.191183969315,9182.343421699003,9195.793460612509,False,0
10-06-2010,9346.341796875,9367.341553320803,9215.242731418364,9233.442715648294,False,0
11-06-2010,9451.640625,9462.940298926938,9386.59157306436,9428.740499376743,False,0
14-06-2010,9533.9892578125,9549.789856177806,9468.640404820568,9496.239694746417,False,0
15-06-2010,9554.2890625,9566.188337910215,9422.840398848639,9524.789406234777,False,0
16-06-2010,9588.7890625,9629.538589388287,9527.289776521358,9629.538589388287,False,0
17-06-2010,9613.2890625,9636.68820558524,9446.1904116733,9582.839219816437,False,0
18-06-2010,9576.138671875,9611.43806618672,9544.188847997595,9600.588582943208,False,0
21-06-2010,9757.9365234375,9793.036701892119,9626.28863769372,9626.28863769372,False,0
22-06-2010,9675.3876953125,9762.486293711901,9665.187618394888,9738.936762369805,False,0
23-06-2010,9718.8369140625,9744.03681564887,9621.987456987194,9622.63784003143,False,0
24-06-2010,9673.4873046875,9731.387023123705,9617.58853958366,9706.78769933541,False,0
25-06-2010,9450.990234375,9627.488191788603,9429.591067962087,9627.488191788603,False,0
28-06-2010,9542.0888671875,9551.788949328558,9436.63990215442,9455.989285778996,False,0
29-06-2010,9381.291015625,9512.938894825533,9348.291400362337,9512.938894825533,False,0
30-06-2010,9464.4892578125,9486.639390177212,9301.291941867641,9343.89105455671,False,0
01-07-2010,9349.2919921875,9412.690671187094,9302.941943646078,9403.841164415875,False,0
02-07-2010,9357.0419921875,9410.190790537608,9330.19171730213,9363.491136226161,False,0
05-07-2010,9385.240234375,9415.739878934059,9311.99108801595,9335.34140183036,False,0
06-07-2010,9550.7890625,9564.688314546811,9383.14062605763,9388.590757841039,False,0
07-07-2010,9449.140625,9534.839828333363,9430.390842031113,9534.839828333363,False,0
08-07-2010,9566.48828125,9615.038497506412,9516.589447875354,9516.589447875354,False,0
09-07-2010,9713.5869140625,9726.386569478575,9616.487460512817,9616.487460512817,False,0
12-07-2010,9850.4853515625,9864.285972736247,9745.78734722626,9745.78734722626,False,0
13-07-2010,9931.484375,9940.634659454838,9737.537406604211,9737.537406604211,False,0
14-07-2010,9956.5341796875,10061.832755348316,9928.284509412744,10008.883178054084,False,0
15-07-2010,9931.984375,9995.634027139355,9885.435110393435,9967.13435780254,False,0
16-07-2010,10013.333984375,10026.13364051457,9941.584817068488,9951.184315035372,False,0
19-07-2010,10032.3837890625,10078.283648002733,9956.53505828747,10001.78453413647,False,0
20-07-2010,9975.8837890625,10106.731874163665,9948.933907694212,10081.632557175306,False,0
21-07-2010,9992.0341796875,10037.383261636429,9940.83457984469,10003.383657064012,False,0
22-07-2010,10060.1328125,10069.082903555547,9914.734115581246,9954.784430297022,False,0
23-07-2010,10093.783203125,10120.482111904168,10034.333698013463,10088.132878099532,False,0
26-07-2010,10023.8837890625,10152.382299327319,9998.834274784147,10108.783195414357,False,0
27-07-2010,10090.533203125,10128.481981152758,9951.434232628457,10035.533841866038,False,0
28-07-2010,10068.033203125,10116.882243918544,10024.283712349925,10093.78290340976,False,0
29-07-2010,10179.58203125,10207.081712035126,10031.933354523215,10038.483083181802,False,0
30-07-2010,10160.8818359375,10243.781262499226,10116.582546420248,10152.3819347855,False,0
02-08-2010,10411.37890625,10436.279007264313,10255.281112433477,10258.230296881795,False,0
03-08-2010,10502.5283203125,10542.777852494388,10448.028953755658,10452.028907264417,False,0
04-08-2010,10489.177734375,10525.727113710363,10412.529212327992,10510.927481257122,False,0
05-08-2010,10454.779296875,10539.52831525921,10441.379061459853,10444.478634933666,False,0
06-08-2010,10383.529296875,10476.578016419091,10364.829319643492,10442.128222863505,False,0
09-08-2010,10523.9775390625,10533.877814851663,10393.379444528267,10407.429086250371,False,0
10-08-2010,10519.828125,10578.726855611558,10473.428272791065,10507.32827004621,False,0
11-08-2010,10428.529296875,10545.377549434223,10391.779723602825,10505.927812203248,False,0
12-08-2010,10583.52734375,10614.076793261558,10308.030546748285,10308.030546748285,False,0
13-08-2010,10737.224609375,10782.074673179623,10603.776944188305,10603.776944188305,False,0
16-08-2010,10680.42578125,10778.124842059662,10645.326579454599,10731.925183227693,False,0
17-08-2010,10770.125,10810.174339867688,10705.526140370936,10709.02609974978,False,0
18-08-2010,10893.9228515625,10931.522999323934,10756.424453910113,10790.723858886993,False,0
19-08-2010,11110.37109375,11126.821098204035,10895.723193541895,10920.273689948806,False,0
20-08-2010,11033.6220703125,11104.871244211652,11005.37239785424,11058.421587461198,False,0
23-08-2010,11095.37109375,11115.420665501162,10971.572727354473,11024.37191861988,False,0
24-08-2010,11042.8720703125,11125.670915790262,10979.372805940062,11082.821802814531,False,0
25-08-2010,10937.72265625,11029.121986011518,10916.972897090516,10992.872406756998,False,0
26-08-2010,10981.572265625,11042.021756731916,10941.672339813682,10941.672339813682,False,0
27-08-2010,10727.3251953125,11003.121786284255,10681.475143642056,11003.121786284255,False,0
30-08-2010,10747.125,10873.173338617056,10671.32607693111,10834.274376989062,False,0
31-08-2010,10746.224609375,10770.874713270186,10653.175887029505,10698.925354872057,False,0
01-09-2010,10879.6240234375,10895.423645179153,10761.525781537195,10761.525781537195,False,0
02-09-2010,10980.4716796875,11001.522215684967,10931.273034133947,10931.273034133947,False,0
03-09-2010,10991.072265625,11017.022158895837,10938.773069669718,10992.022449877908,False,0
06-09-2010,11218.6689453125,11261.019037260332,11033.470910229458,11033.470910229458,False,0
07-09-2010,11192.8203125,11247.019878874313,11156.720145473113,11236.520000716142,False,0
08-09-2010,11189.919921875,11256.069544692982,11099.170975209476,11110.220651641986,False,0
09-09-2010,11446.5673828125,11468.616931662978,11223.520166102468,11223.520166102468,False,0
13-09-2010,11872.7119140625,11905.062124814245,11489.36675058263,11489.36675058263,False,0
14-09-2010,11928.2109375,12042.459609297672,11893.211344389116,11902.661429839283,False,0
15-09-2010,11987.4599609375,12022.209556120577,11917.311364074138,11917.311364074138,False,0
16-09-2010,12031.91015625,12236.707583954925,11960.460790214996,11960.51157087561,False,0
17-09-2010,12103.958984375,12175.658346677174,12037.209759874133,12071.559946727742,False,0
20-09-2010,12251.0576171875,12290.856958689235,12067.25995154198,12108.908880893165,False,0
21-09-2010,12244.8076171875,12334.9559815655,12173.058452632342,12287.956528825534,False,0
22-09-2010,12305.5576171875,12339.857024465526,12177.658708460936,12247.957698630435,False,0
23-09-2010,12146.158203125,12327.65608719801,12111.259195919867,12312.406264982508,False,0
24-09-2010,12263.4072265625,12287.80733350439,12068.260081340424,12083.159322179792,False,0
27-09-2010,12253.0576171875,12363.205749552428,12227.607718013238,12323.306799759144,False,0
28-09-2010,12272.2578125,12295.706758821989,12163.208298178672,12242.607766346902,False,0
29-09-2010,12237.4072265625,12342.40600322095,12220.75800648019,12324.356408829413,False,0
30-09-2010,12366.2060546875,12410.455541011668,12178.759011940514,12210.608251589534,False,0
01-10-2010,12556.6044921875,12579.80441865578,12376.106583824281,12390.75680468033,False,0
